Normal,Foil,Name,Set,Card Number,Color,Rarity,Price,Foil Price
0,0,"Mickey Mouse - Brave Little Tailor",D23,P001,Ruby,Promo,"€68.09","€68.09"
0,0,"Cinderella - Stouthearted",D23,P002,Steel,Promo,"€60.59","€60.59"
0,0,"Ursula - Deceiver",D23,P003,Emerald,Promo,"€94.59","€94.59"
0,0,"Bruno Madrigal - Undetected Uncle",D23,P004,Amethyst,Promo,"€34.47","€34.47"
0,0,"Vanellope von Schweetz - Sugar Rush Princess",D23,P005,Amber,Promo,"€32.47","€32.47"
0,0,"Oswald - The Lucky Rabbit",D23,P006,Sapphire,Promo,"€85.59","€85.59"
0,0,"Mickey Mouse - Playful Sorcerer",D23,P007,Steel,Promo,"€160.84","€160.84"
0,0,"Iago - Out of Reach",D23,P008,Steel,Promo,,
0,0,"Cinderella - Knight in Training",P1,P14,Steel,Promo,"€0.70","€0.70"
0,0,"Bucky - Squirrel Squeak Tutor",P1,P15,Emerald,Promo,"€3.76","€3.76"
0,0,"Minnie Mouse - Wide-Eyed Diver",P1,P16,Ruby,Promo,"€1.03","€1.03"
0,0,"Robin Hood - Capable Fighter",P1,P17,Steel,Promo,"€1.67","€1.67"
0,0,"Mickey Mouse - Friendly Face",P1,P18,Amber,Promo,"€21.32","€21.32"
0,0,"Elsa - Gloves Off",P1,P19,Amethyst,Promo,"€12.37","€12.37"
0,0,"Genie - Powers Unleashed",P1,P20,Emerald,Promo,"€9.60","€9.60"
0,0,"Stitch - Abomination",P1,P21,Ruby,Promo,"€16.22","€16.22"
0,0,"Maleficent - Uninvited",P1,P22,Sapphire,Promo,"€7.31","€7.31"
0,0,"Maui - Demigod",P1,P23,Steel,Promo,"€13.20","€13.20"
0,0,"Gaston - Arrogant Hunter",P1,P24,Ruby,Promo,"€25.35","€25.35"
0,0,"Mickey Mouse - True Friend",P1,P25,Amber,Promo,,
0,0,"Kit Cloudkicker - Tough Guy",P1,P026,Emerald,Promo,"€1.51","€1.51"
0,0,"Jolly Roger - Hook's Ship",P1,P027,Ruby,Promo,"€0.83","€0.83"
0,0,"How Far I'll Go",P1,P028,Sapphire,Promo,"€3.15","€3.15"
0,0,"John Silver - Greedy Treasure Seeker",P1,P029,Steel,Promo,"€1.51","€1.51"
0,0,"Stitch - Rock Star",P1,P30,Amber,Promo,"€310.59","€310.59"
0,0,"Rapunzel - Gifted Artist",P1,P31,Amber,Promo,"€40.47","€40.47"
0,0,"Pinocchio - Talkative Puppet",P1,P32,Amethyst,Promo,"€86.79","€86.79"
0,0,"Four Dozen Eggs",P1,P33,Sapphire,Promo,"€30.35","€30.35"
0,0,"Mickey Mouse - Leader of the Band",P1,P034,Amber,Promo,"€4.92","€4.92"
0,0,"Ursula's Lair - Eye of the Storm",P1,P035,Amethyst,Promo,"€1.35","€1.35"
0,0,"Hidden Inkcaster",P1,P036,Emerald,Promo,,
0,0,"Mulan - Enemy of Entanglement",P1,P037,Ruby,Promo,,
0,0,"Ursula - Sea Witch Queen",P1,P038,Amethyst,Promo,"€75.59","€75.59"
0,0,"Scrooge McDuck - Uncle Moneybags",P1,P039,Sapphire,Promo,"€2.98","€2.98"
0,0,"Flotsam & Jetsam - Entangling Eels",P1,P040,Amethyst,Promo,"€1.80","€1.80"
0,0,"Prince John - Gold Lover",P2,P001,Sapphire,Promo,"€21.48","€21.48"
0,0,"Kristoff - Reindeer Keeper",P2,P002,Amber,Promo,"€6.27","€6.27"
0,0,"Nala - Mischievous Cub",P2,P003,Amber,Promo,"€0.81","€0.81"
0,0,"Finders Keepers",P2,P004,Amethyst,Promo,"€2.05","€2.05"
0,0,"Chicha - Dedicated Mother",P2,P005,Sapphire,Promo,"€1.52","€1.52"
0,0,"Stitch - Team Underdog",P2,P006,Steel,Promo,"€1.17","€1.17"
0,0,"Mirabel Madrigal - Family Gatherer",P2,P007,Amber,Promo,,
0,0,"Stitch - Alien Buccaneer",P2,P008,Emerald,Promo,"€11.99","€11.99"
0,0,"Aladdin - Intrepid Commander",P2,P009,Ruby,Promo,"€10.13","€10.13"
0,2,"Rescue Rangers Away!",P2,P010,Amber,Promo,"€3.65","€3.65"
0,1,"Honey Lemon - Chemical Genius",P2,P011,Emerald,Promo,"€8.25","€8.25"
0,1,"Minnie Mouse - Pirate Lookout",P2,P012,Ruby,Promo,"€4.86","€4.86"
0,1,"Wasabi - Methodical Engineer",P2,P013,Sapphire,Promo,"€4.36","€4.36"
0,0,"Scar - Heartless Hunter",P2,P014,Ruby,Promo,"€60.77","€60.77"
0,0,"Mickey Mouse - True Friend",P2,P015,Amber,Promo,"€45.64",
0,0,"Mickey Mouse - Pirate Captain",P2,P018,Ruby,Promo,,
0,0,"Anna - Ice Breaker",P2,P019,Amethyst Sapphire,Promo,,
0,0,"Kronk - Laid Back",P2,P020,Amethyst Emerald,Promo,,
0,0,"Perdita - Playful Mother",P2,P021,Amber Sapphire,Promo,,
0,0,"Li Shang - Newly Promoted",P2,P022,Ruby Steel,Promo,,
0,0,"Snow White - Fairest in the Land",P2,P023,Amber,Promo,,
0,0,"Moana - Adventurer of Land and Sea",P2,P026,Sapphire,Promo,"€5.06","€5.06"
